vehicletype;brand;price
kleinwagen;nissan;1999.0
bus;opel;9650.0
limousine;mercedes_benz;2700.0
bus;peugeot;2200.0
;volkswagen;1.0
;volkswagen;4500.0
limousine;mercedes_benz;3850.0
suv;volkswagen;15500.0
cabrio;chevrolet;90500.0
andere;alfa_romeo;13950.0
limousine;bmw;3400.0
kleinwagen;seat;11500.0
;bmw;0.0
kombi;dacia;2800.0
kleinwagen;volkswagen;120.0
limousine;mercedes_benz;1490.0
kombi;volkswagen;650.0
suv;suzuki;1199.0
kombi;mazda;350.0
cabrio;alfa_romeo;3200.0
limousine;kia;4000.0
kombi;renault;6450.0
kleinwagen;opel;1690.0
limousine;volkswagen;1750.0
limousine;mercedes_benz;2990.0
;opel;1299.0
kombi;audi;11000.0
kleinwagen;volkswagen;1000.0
kleinwagen;sonstige_autos;3950.0
kombi;opel;650.0
andere;citroen;5500.0
coupe;citroen;1299.0
;volkswagen;1300.0
bus;volkswagen;5800.0
kombi;mercedes_benz;7600.0
kombi;volkswagen;13499.0
kleinwagen;daihatsu;1490.0
limousine;volkswagen;5500.0
limousine;bmw;2350.0
;ford;3000.0
;volkswagen;1950.0
bus;ford;6350.0
bus;mazda;750.0
limousine;opel;1500.0
limousine;audi;8500.0
kombi;audi;4300.0
kombi;fiat;850.0
limousine;mercedes_benz;6700.0
limousine;audi;29980.0
kleinwagen;opel;2238.0
kleinwagen;bmw;250.0
coupe;bmw;3350.0
bus;renault;2000.0
kombi;audi;14500.0
kleinwagen;audi;4199.0
kleinwagen;seat;6999.0
kleinwagen;volkswagen;4490.0
limousine;bmw;43900.0
cabrio;audi;21950.0
kleinwagen;mazda;1200.0
kombi;mercedes_benz;8100.0
kombi;bmw;12650.0
kombi;volkswagen;2400.0
;seat;5250.0
;ford;350.0
limousine;audi;14500.0
;peugeot;1950.0
;bmw;0.0
coupe;mercedes_benz;24900.0
limousine;volkswagen;4300.0
kleinwagen;smart;2250.0
kombi;audi;10550.0
kleinwagen;seat;200.0
;bmw;0.0
limousine;audi;11500.0
kombi;opel;890.0
cabrio;audi;20500.0
limousine;alfa_romeo;2990.0
kombi;mercedes_benz;9600.0
kleinwagen;opel;1099.0
limousine;opel;1700.0
;audi;0.0
andere;peugeot;4760.0
bus;ford;16500.0
coupe;audi;5300.0
kleinwagen;citroen;3555.0
kleinwagen;fiat;350.0
bus;mercedes_benz;19900.0
limousine;mercedes_benz;15200.0
kleinwagen;mazda;700.0
limousine;bmw;550.0
cabrio;volkswagen;8700.0
kleinwagen;fiat;6990.0
limousine;citroen;5500.0
kleinwagen;hyundai;1650.0
limousine;audi;7900.0
cabrio;peugeot;4290.0
limousine;volkswagen;14650.0
kombi;bmw;3299.0
kleinwagen;ford;6500.0
kleinwagen;peugeot;600.0
limousine;volkswagen;5800.0
kombi;opel;1600.0
kombi;mercedes_benz;8000.0
kleinwagen;peugeot;700.0
;citroen;1250.0
coupe;audi;27500.0
kombi;audi;6500.0
;peugeot;899.0
bus;citroen;2790.0
kleinwagen;volkswagen;2390.0
limousine;bmw;9900.0
kombi;volkswagen;6500.0
kombi;ford;1450.0
bus;volkswagen;3600.0
cabrio;smart;2295.0
kombi;bmw;1699.0
;mercedes_benz;4400.0
limousine;volkswagen;950.0
kleinwagen;volkswagen;500.0
kombi;volkswagen;800.0
suv;nissan;1250.0
;mercedes_benz;2700.0
kombi;toyota;3250.0
bus;mercedes_benz;13500.0
limousine;bmw;4999.0
suv;volkswagen;18300.0
;volvo;0.0
kleinwagen;volkswagen;1000.0
;toyota;0.0
cabrio;mercedes_benz;36500.0
kleinwagen;opel;2700.0
bus;skoda;4990.0
;volkswagen;150.0
cabrio;bmw;6800.0
coupe;audi;30900.0
kleinwagen;renault;2999.0
limousine;mercedes_benz;1500.0
;bmw;4600.0
cabrio;mercedes_benz;6500.0
limousine;audi;28900.0
kleinwagen;peugeot;1900.0
cabrio;volkswagen;4900.0
kombi;audi;10490.0
kombi;audi;28499.0
kleinwagen;suzuki;2100.0
limousine;volkswagen;3999.0
;chevrolet;2600.0
kleinwagen;peugeot;1350.0
limousine;mazda;600.0
;volkswagen;4550.0
kleinwagen;opel;800.0
kombi;opel;11500.0
bus;mercedes_benz;5000.0
kleinwagen;opel;2400.0
suv;hyundai;4800.0
kleinwagen;volkswagen;3250.0
;volkswagen;200.0
kombi;audi;11800.0
kombi;volkswagen;2800.0
kombi;mercedes_benz;3500.0
;trabant;50.0
limousine;mercedes_benz;9499.0
kombi;volkswagen;3500.0
kleinwagen;volkswagen;1999.0
kombi;bmw;1500.0
limousine;mercedes_benz;400.0
bus;volkswagen;12950.0
kleinwagen;hyundai;2150.0
coupe;audi;4999.0
kombi;mercedes_benz;5200.0
kleinwagen;mini;8200.0
limousine;saab;0.0
limousine;seat;9099.0
kleinwagen;mini;8200.0
coupe;bmw;2000.0
kleinwagen;volkswagen;750.0
;bmw;2099.0
;opel;150.0
kleinwagen;volkswagen;1190.0
bus;opel;1200.0
limousine;mazda;3000.0
kleinwagen;fiat;1150.0
limousine;bmw;13980.0
bus;ford;6499.0
limousine;peugeot;3499.0
limousine;volkswagen;0.0
kombi;mercedes_benz;8850.0
bus;volkswagen;4000.0
limousine;bmw;0.0
kleinwagen;audi;3200.0
bus;ford;1990.0
kleinwagen;volkswagen;150.0
limousine;volkswagen;7199.0
limousine;audi;16299.0
coupe;bmw;1999.0
;bmw;1500.0
cabrio;peugeot;3800.0
suv;kia;9990.0
kombi;audi;13800.0
limousine;bmw;0.0
kleinwagen;renault;2150.0
bus;volkswagen;2500.0
kombi;bmw;15750.0
kombi;volkswagen;990.0
kleinwagen;volkswagen;700.0
kombi;mercedes_benz;750.0
;fiat;8500.0
;volkswagen;12000.0
limousine;audi;11800.0
bus;volkswagen;2700.0
kleinwagen;opel;1650.0
kleinwagen;volkswagen;999.0
suv;mercedes_benz;21500.0
cabrio;bmw;3800.0
limousine;bmw;800.0
limousine;audi;11900.0
kleinwagen;volkswagen;1500.0
andere;opel;450.0
kombi;renault;1100.0
suv;chrysler;2100.0
kleinwagen;mini;5350.0
limousine;bmw;6000.0
kleinwagen;volkswagen;1899.0
kombi;chrysler;2000.0
limousine;mercedes_benz;41900.0
coupe;mercedes_benz;5990.0
limousine;audi;4499.0
kleinwagen;volkswagen;1600.0
limousine;bmw;2999.0
limousine;volkswagen;7800.0
limousine;nissan;2900.0
limousine;peugeot;1999.0
kleinwagen;hyundai;8799.0
limousine;kia;970.0
kombi;ford;1599.0
bus;renault;750.0
limousine;opel;1000.0
suv;kia;10500.0
;mini;5900.0
limousine;mercedes_benz;12000.0
cabrio;bmw;7400.0
suv;opel;1698.0
kleinwagen;peugeot;1850.0
;hyundai;7990.0
limousine;volkswagen;4500.0
kleinwagen;renault;1480.0
bus;ford;8450.0
;opel;1650.0
coupe;mercedes_benz;3700.0
suv;bmw;14800.0
kombi;ford;5000.0
coupe;bmw;21000.0
bus;mercedes_benz;7500.0
kombi;audi;14750.0
limousine;audi;2200.0
;bmw;10100.0
;ford;1750.0
kombi;opel;2250.0
kombi;seat;15500.0
limousine;mitsubishi;1900.0
coupe;sonstige_autos;15000.0
coupe;bmw;2300.0
limousine;bmw;2300.0
limousine;mercedes_benz;12999.0
cabrio;mercedes_benz;24800.0
bus;volkswagen;7800.0
kleinwagen;peugeot;6200.0
kleinwagen;peugeot;5300.0
kombi;audi;1849.0
kleinwagen;renault;1800.0
kleinwagen;volkswagen;2100.0
suv;sonstige_autos;9900.0
kombi;bmw;1700.0
limousine;fiat;950.0
limousine;mercedes_benz;800.0
bus;chevrolet;500.0
limousine;mercedes_benz;11850.0
kombi;dacia;890.0
;volkswagen;250.0
kombi;mercedes_benz;5900.0
kombi;ford;600.0
limousine;audi;2500.0
limousine;mercedes_benz;1299.0
kombi;bmw;750.0
bus;volkswagen;4500.0
suv;nissan;4000.0
kleinwagen;volkswagen;950.0
;nissan;3900.0
kleinwagen;mini;4200.0
limousine;seat;5950.0
limousine;volkswagen;2650.0
kombi;audi;9500.0
kleinwagen;mini;9250.0
kombi;volkswagen;850.0
limousine;mercedes_benz;2990.0
limousine;mercedes_benz;16000.0
kleinwagen;volkswagen;499.0
limousine;bmw;2500.0
limousine;volkswagen;3499.0
kleinwagen;renault;5500.0
;renault;400.0
limousine;mercedes_benz;1699.0
kleinwagen;renault;2400.0
limousine;mercedes_benz;2999.0
limousine;bmw;13800.0
;audi;1100.0
kombi;volvo;1200.0
kleinwagen;toyota;6200.0
kleinwagen;ford;3450.0
;opel;3500.0
coupe;smart;7500.0
limousine;sonstige_autos;6999.0
kombi;skoda;11000.0
kleinwagen;nissan;2100.0
kombi;volkswagen;3999.0
cabrio;volkswagen;13900.0
coupe;bmw;550.0
kleinwagen;smart;1690.0
kleinwagen;renault;250.0
;ford;480.0
kleinwagen;volkswagen;3200.0
limousine;bmw;11500.0
coupe;volkswagen;11540.0
cabrio;peugeot;13199.0
cabrio;mercedes_benz;12790.0
limousine;mercedes_benz;600.0
kombi;ford;2500.0
kombi;volkswagen;13750.0
kleinwagen;opel;8200.0
bus;ford;3000.0
limousine;bmw;2300.0
limousine;mercedes_benz;21999.0
kombi;audi;24999.0
kleinwagen;renault;550.0
kombi;audi;2350.0
cabrio;bmw;1750.0
bus;volkswagen;28300.0
kombi;volkswagen;14900.0
limousine;audi;12800.0
kleinwagen;hyundai;1800.0
kleinwagen;renault;150.0
kombi;ford;20200.0
limousine;volkswagen;3100.0
limousine;audi;5500.0
limousine;alfa_romeo;5000.0
kleinwagen;peugeot;0.0
kleinwagen;mazda;480.0
limousine;bmw;1800.0
limousine;hyundai;350.0
kleinwagen;ford;10490.0
bus;volkswagen;37990.0
bus;mercedes_benz;3800.0
bus;ford;1290.0
limousine;volkswagen;1200.0
kleinwagen;nissan;10999.0
kleinwagen;audi;13900.0
limousine;audi;2000.0
coupe;audi;5600.0
cabrio;volkswagen;18000.0
bus;mercedes_benz;5300.0
limousine;bmw;13500.0
limousine;bmw;2850.0
;bmw;4900.0
cabrio;chrysler;3850.0
kombi;opel;800.0
limousine;peugeot;6490.0
limousine;volkswagen;4550.0
;bmw;9000.0
kleinwagen;seat;2250.0
kleinwagen;ford;350.0
;nissan;8400.0
kleinwagen;skoda;7490.0
bus;renault;3250.0
kombi;volkswagen;2500.0
limousine;opel;699.0
;renault;450.0
cabrio;bmw;47999.0
bus;volkswagen;13500.0
bus;volkswagen;9500.0
;nissan;1200.0
limousine;audi;12990.0
kleinwagen;peugeot;700.0
suv;hyundai;2750.0
bus;ford;15900.0
limousine;mercedes_benz;13499.0
kombi;volkswagen;1300.0
kleinwagen;volkswagen;330.0
kombi;audi;7990.0
kleinwagen;volkswagen;550.0
limousine;mercedes_benz;999.0
coupe;opel;950.0
limousine;citroen;4699.0
kombi;mercedes_benz;3500.0
;volkswagen;3500.0
bus;volkswagen;5997.0
bus;renault;2200.0
limousine;volkswagen;999.0
kombi;bmw;1200.0
coupe;opel;180.0
kombi;volvo;999.0
kleinwagen;volkswagen;1200.0
bus;volkswagen;5500.0
cabrio;bmw;5250.0
limousine;audi;9000.0
kleinwagen;renault;4600.0
kombi;audi;2500.0
kleinwagen;renault;200.0
;opel;0.0
cabrio;volkswagen;2799.0
kombi;bmw;9600.0
andere;opel;1600.0
kleinwagen;fiat;5999.0
limousine;audi;2200.0
kleinwagen;volkswagen;2500.0
coupe;mercedes_benz;7600.0
cabrio;bmw;7499.0
limousine;volkswagen;1100.0
limousine;renault;890.0
limousine;volkswagen;1099.0
kombi;renault;3999.0
kleinwagen;skoda;4999.0
;ford;250.0
kleinwagen;volkswagen;2799.0
limousine;mitsubishi;1200.0
limousine;mercedes_benz;3299.0
;bmw;4799.0
kombi;bmw;3999.0
limousine;ford;34900.0
limousine;volkswagen;650.0
kombi;opel;8800.0
limousine;mercedes_benz;2000.0
kombi;audi;12800.0
kombi;opel;398.0
limousine;bmw;2700.0
coupe;opel;6999.0
limousine;mercedes_benz;4000.0
limousine;honda;2190.0
cabrio;audi;7450.0
kleinwagen;opel;1850.0
limousine;audi;9450.0
kombi;ford;2999.0
;opel;3950.0
kleinwagen;volkswagen;4800.0
limousine;volkswagen;1670.0
kombi;toyota;1800.0
kleinwagen;mini;5299.0
;volkswagen;0.0
limousine;jaguar;3750.0
kombi;ford;750.0
limousine;mercedes_benz;4200.0
andere;volkswagen;2549.0
kombi;skoda;8380.0
suv;suzuki;8000.0
limousine;mercedes_benz;2599.0
;daewoo;600.0
kombi;skoda;2650.0
limousine;volkswagen;6800.0
kleinwagen;ford;2410.0
kombi;mercedes_benz;14900.0
kombi;mercedes_benz;2100.0
kleinwagen;nissan;300.0
cabrio;peugeot;3500.0
kombi;peugeot;2250.0
kleinwagen;fiat;500.0
limousine;bmw;10200.0
kleinwagen;opel;2800.0
limousine;honda;1500.0
limousine;mercedes_benz;550.0
kombi;ford;1320.0
limousine;bmw;7500.0
limousine;volkswagen;7000.0
limousine;seat;899.0
;volkswagen;4800.0
bus;volkswagen;16500.0
kleinwagen;skoda;11200.0
cabrio;porsche;43900.0
coupe;bmw;1000.0
coupe;audi;21500.0
limousine;seat;250.0
kombi;audi;0.0
limousine;bmw;11500.0
kleinwagen;renault;1499.0
;skoda;380.0
kombi;volkswagen;14990.0
kombi;renault;500.0
kombi;bmw;5900.0
;bmw;5499.0
limousine;bmw;200.0
kleinwagen;ford;2000.0
;bmw;300.0
;volkswagen;2999.0
limousine;mercedes_benz;20500.0
bus;volkswagen;12999.0
kombi;skoda;7000.0
bus;toyota;5300.0
cabrio;suzuki;1250.0
;fiat;1800.0
suv;toyota;7900.0
coupe;ford;2998.0
limousine;mercedes_benz;800.0
kleinwagen;peugeot;350.0
;seat;8790.0
limousine;mercedes_benz;4499.0
cabrio;bmw;3900.0
suv;ford;25950.0
bus;volkswagen;5900.0
kombi;ford;1500.0
kombi;volkswagen;12900.0
kleinwagen;ford;1199.0
limousine;nissan;14800.0
kleinwagen;volkswagen;250.0
kleinwagen;mitsubishi;2499.0
coupe;opel;1800.0
;citroen;0.0
kleinwagen;ford;2800.0
kombi;volkswagen;4200.0
limousine;alfa_romeo;5500.0
kombi;ford;850.0
kombi;volkswagen;4100.0
kleinwagen;suzuki;5900.0
kleinwagen;peugeot;1600.0
andere;peugeot;9600.0
limousine;renault;2799.0
coupe;bmw;7100.0
;porsche;1.0
limousine;bmw;4500.0
limousine;honda;650.0
bus;citroen;6800.0
;volkswagen;1450.0
kleinwagen;kia;2300.0
kleinwagen;ford;250.0
kombi;rover;2500.0
kleinwagen;fiat;1099.0
kleinwagen;nissan;3999.0
limousine;mercedes_benz;3500.0
bus;volkswagen;44900.0
kleinwagen;opel;2399.0
bus;opel;2600.0
bus;volkswagen;1950.0
cabrio;porsche;10450.0
andere;kia;3100.0
cabrio;smart;14000.0
kleinwagen;fiat;190.0
limousine;bmw;17000.0
kombi;bmw;11599.0
kombi;bmw;9800.0
kleinwagen;renault;1690.0
cabrio;mercedes_benz;30600.0
coupe;renault;140.0
limousine;mercedes_benz;5990.0
kombi;volkswagen;1300.0
bus;renault;1000.0
limousine;mercedes_benz;11900.0
limousine;bmw;1400.0
kleinwagen;nissan;1450.0
;volkswagen;2000.0
;suzuki;1599.0
cabrio;bmw;4700.0
andere;volkswagen;1400.0
bus;renault;1100.0
limousine;opel;6990.0
kleinwagen;daewoo;650.0
kleinwagen;opel;1400.0
kombi;skoda;16700.0
kleinwagen;honda;2000.0
kombi;fiat;3300.0
kombi;citroen;1400.0
kleinwagen;suzuki;98.0
kombi;hyundai;14000.0
kombi;toyota;3800.0
kleinwagen;bmw;790.0
bus;mercedes_benz;1450.0
bus;opel;5500.0
;renault;150.0
kleinwagen;opel;0.0
bus;seat;3650.0
limousine;renault;500.0
cabrio;fiat;1999.0
coupe;porsche;139997.0
cabrio;smart;3999.0
;volkswagen;2600.0
coupe;honda;1500.0
kombi;audi;5600.0
bus;volkswagen;6500.0
kombi;citroen;9500.0
kleinwagen;renault;1799.0
coupe;bmw;26500.0
kleinwagen;renault;710.0
;volkswagen;999.0
limousine;audi;7890.0
;ford;250.0
kombi;volkswagen;100.0
kombi;mercedes_benz;1000.0
kleinwagen;volkswagen;130.0
kombi;opel;1.0
cabrio;mercedes_benz;14500.0
;bmw;0.0
kombi;audi;13990.0
suv;jeep;46950.0
limousine;mercedes_benz;9490.0
limousine;bmw;6700.0
limousine;volkswagen;2990.0
limousine;mercedes_benz;4500.0
limousine;bmw;12000.0
kleinwagen;mini;16999.0
;renault;2000.0
suv;volkswagen;10100.0
kombi;volkswagen;3100.0
kombi;audi;13200.0
limousine;opel;2900.0
